Company,Name Gara,Address,Phone,Province,Brand,Liên kết
CÔNG TY CỔ PHẦN TOYOTA HOÀ BÌNH,TOYOTA HOÀ BÌNH,"Phường Trung Minh,Tp Hoà Bình",218388255,Hà Nội,Toyota,Bảo Minh
CÔNG TY TNHH TOYOTA LONG BIÊN,TOYOTA LONG BIÊN,"Số 7,9 Nguyễn Văn Linh , Phường Gia Thuy ,
 Quận Long Biên, TP.Hà Nội",2403636363,Hà Nội,Toyota,Bảo Minh
XÍ NGHIỆP TOYOTA HOÀN KIẾM,TOYOTA HOÀN KIẾM,"Số 7 Đặng Thái Thân, Hoàn Kiếm, TP Hà Nội",248250914,Hà Nội,Toyota,Bảo Minh
CÔNG TY TNHH TOYOTA THANH XUÂN,TOYOTA THANH XUÂN,"Số 315 đường Trường Chinh, Phường Khương
 Mai, Q Thanh Xuân, TP Hà Nội",2435656666,Hà Nội,Toyota,Bảo Minh
"CÔNG TY TNHH MỘT THÀNH VIÊN TOYOTA
 MỸ ĐÌNH .","TOYOTA
 MỸ ĐÌNH .","15 Phạm Hùng , P.Mỹ Đình 2 , Nam Từ Liêm , Hà
 Nội",2437686666,Hà Nội,Toyota,Bảo Minh
CÔNG TY CỔ PHẦN TOYOTA THĂNG LONG,TOYOTA THĂNG LONG,"Số 31 6 Cầu giấy , P Dịch Vọng - TP.Hà Nội",2438338888,Hà Nội,Toyota,Bảo Minh
CÔNG TY CP ĐT&TM HOÀ BÌNH MINH,CÔNG TY CP ĐT&TM HOÀ BÌNH MINH,"Tổ 17, P. Yên Nghĩa, Q.Hà Đông, HN",2433535399,Hà Nội,Multibrand,Bảo Minh
"CÔNG TY TNHH Ô TÔ THÀNH CÔNG ĐÔNG
 ĐÔ","CÔNG TY TNHH Ô TÔ THÀNH CÔNG ĐÔNG
 ĐÔ","Tổ 25, TT Đông Anh, Huyện Đông Anh, TP Hà
 Nội",2432045888,Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH MOTOR N.A VIỆT NAM,CÔNG TY TNHH MOTOR N.A VIỆT NAM,"Số 197 Ghi Tàm, Yên Phụ, Tây Hồ, TP.Hà Nội",247672329,Hà Nội,Multibrand,Bảo Minh
CÔNG TY CP ĐẦU TƯ KD TỔNG HỢP D&C,CÔNG TY CP ĐẦU TƯ KD TỔNG HỢP D&C,Số 2 Lê Đức Thọ Mai Dịch Cầu giấy - TP.Hà Nội,24645566,Hà Nội,Multibrand,Bảo Minh
"CÔNG TY CỔ PHẦN PHỤ TÙNG VÀ TƯ VẤN
 Ô TÔ","CÔNG TY CỔ PHẦN PHỤ TÙNG VÀ TƯ VẤN
 Ô TÔ",Số 434 Trần khát chân HBT TP.Hà Nội,2439727272,Hà Nội,Multibrand,Bảo Minh
"CÔNG TY TNHH MTV KD & DV Ô TÔ LONG
 BIÊN","CÔNG TY TNHH MTV KD & DV Ô TÔ LONG
 BIÊN","Số 3Nguyễn Văn Linh P Gia Thụy Long Biên,
 TP.Hà Nội",2435763333,Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH MTV KD & DV Ô TÔ HÀ NỘI,CÔNG TY TNHH MTV KD & DV Ô TÔ HÀ NỘI,"311-313 Trường Chinh, Phường Khương Mai,",976804259,Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH MTV KD & DV Ô TÔ THANH XUÂN,CÔNG TY TNHH MTV KD & DV Ô TÔ THANH XUÂN,"Số 88 Nguyễn Xiển, Hạ Đình, Thanh Xuân, Hà
 Nội",,Hà Nội,Multibrand,Bảo Minh
"CÔNG TY CP TRUYỀN THÔNG VÀ DỮ LIỆU
 THANH TOÁN AN DU","CÔNG TY CP TRUYỀN THÔNG VÀ DỮ LIỆU
 THANH TOÁN AN DU","11 Phạm Hùng, Mỹ Đình, Từ Liêm, Hà Nội",978738510,Hà Nội,Multibrand,Bảo Minh
"CN CÔNG TY CP DỊCH VỤ Ô TÔ HÀNG XANH
 TẠI HÀ NỘI","CN CÔNG TY CP DỊCH VỤ Ô TÔ HÀNG XANH
 TẠI HÀ NỘI","Số 46 Láng Hạ, Phường Láng Hạ, Quận Đống Đa,
 TP Hà Nội",2437644646,Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH ĐT TM& DV VẬN TẢI HỒNG PHÁT,CÔNG TY TNHH ĐT TM& DV VẬN TẢI HỒNG PHÁT,"Tổ 9,P.Phú Lãm, Q.Hà Đông, Hà Nội",2432058889,Hà Nội,Multibrand,Bảo Minh
"KIA GIẢI PHÓNG - CÔNG TY CỔ PHẦN XÂY
 DỰNG VÀ VẬT TƯ TH","KIA GIẢI PHÓNG - CÔNG TY CỔ PHẦN XÂY
 DỰNG VÀ VẬT TƯ TH","Km10, Đường Giải Phóng, Xã Tứ Hiệp, Huyện
 Thanh Trì, Hà Nội",965958039,Hà Nội,Kia,Bảo Minh
"SHOWROOM MAZDA PHẠM VĂN ĐỒNG -
 CHI NHÁNH BẮC TỪ LIÊM","MAZDA PHẠM VĂN ĐỒNG -
 CHI NHÁNH BẮC TỪ LIÊM","Lô CC2, Khu đô thị Thành phố Giao lưu, Bắc Từ
 Liêm, Hà Nội 10000",938383643,Hà Nội,Mazda,Bảo Minh
"CÔNG TY TNHH DỊCH VỤ TỔNG HỢP PHÚC
 THÁI","CÔNG TY TNHH DỊCH VỤ TỔNG HỢP PHÚC
 THÁI","LôB2-29, Khu đất NO4 , Đường Việt Hưng, Quận
 Long Biên TP.Hà Nội",968174555,Hà Nội,Multibrand,Bảo Minh
CÔNG TY CP GREENPATH HÀ NỘI,CÔNG TY CP GREENPATH HÀ NỘI,"Số 3 Lê Quang Đạo , Mễ Trì Từ Liêm, TP.Hà Nội",2437878177,Hà Nội,Multibrand,Bảo Minh
"CÔNG TY CỔ PHẦN ĐẦU TƯ DV&TM
 QUANG MINH","CÔNG TY CỔ PHẦN ĐẦU TƯ DV&TM
 QUANG MINH","Phú Diễn, Quận Bắc Từ Liêm, TP Hà Nội",2433703333,Hà Nội,Multibrand,Bảo Minh
"CÔNG TY CP QUẢN LÝ ĐẦU TƯ VÀ PHÁT
 TRIỂN QUANG MINH","CÔNG TY CP QUẢN LÝ ĐẦU TƯ VÀ PHÁT
 TRIỂN QUANG MINH","Mễ Trì Hạ, P Mễ Trì, Quận Nam Từ Liêm, TP Hà
 Nội",2433703333,Hà Nội,Multibrand,Bảo Minh
"CÔNG TY CỔ PHẦN TƯ VẤN VÀ DỊCH VỤ
 MQA VIỆT NAM","CÔNG TY CỔ PHẦN TƯ VẤN VÀ DỊCH VỤ
 MQA VIỆT NAM","Ngõ 795 Quang Trung, Phú La, Quận Hà Đông,
 TP Hà Nội",904547888,Hà Nội,Multibrand,Bảo Minh
"CÔNG TY TNHH DỊCH VỤ KỸ THUẬT TỔNG
 HỢP NGA TÙNG","CÔNG TY TNHH DỊCH VỤ KỸ THUẬT TỔNG
 HỢP NGA TÙNG","Số 8, Ngõ 1, Ngách 1/34 Phan Đình Giót,
 Phương Liệt, Thanh Xuân",983763393,Hà Nội,Multibrand,Bảo Minh
"CTY CỔ PHẦN ĐẦU TƯ - THƯƠNG MẠI
 QUANG ĐỨC","CTY CỔ PHẦN ĐẦU TƯ - THƯƠNG MẠI
 QUANG ĐỨC","1075 Giải Phóng, Giáp Bát, Hoàng Mai, Hà Nội,
 Vietnam",2436421626,Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH KHANG MINH,CÔNG TY TNHH KHANG MINH,"Tổ 4, TT Đông Anh, Huyện Đông Anh, TP Hà Nội",2438839166,Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH Ô TÔ ĐỨC TÙNG,CÔNG TY TNHH Ô TÔ ĐỨC TÙNG,Số 2 Lãng Yên Hai Bà Trưng - TP.Hà Nội,0:024222405618,Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH THIÊN BẢO ANH,CÔNG TY TNHH THIÊN BẢO ANH,"131 Thái Thịnh, Đống Đa, Hà Nội",2438560805,Hà Nội,Multibrand,Bảo Minh
CÔNG TY CỔ PHẦN ĐẦU TƯ 981,CÔNG TY CỔ PHẦN ĐẦU TƯ 981,"231B Nguyễn Trãi, Thượng Đình, Thanh Xuân,
 Hà Nội",983992909,Hà Nội,Multibrand,Bảo Minh
"CÔNG TY CP PHÁT TRIỂN CÔNG NGHỆ Ô TÔ
 I.TECH","CÔNG TY CP PHÁT TRIỂN CÔNG NGHỆ Ô TÔ
 I.TECH","89 Trần Thái Tông, Cầu Giấy, Hà Nội",967882806,Hà Nội,Multibrand,Bảo Minh
"CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI Ô
 TÔ THANH PHÚC","CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI Ô
 TÔ THANH PHÚC","838 Đường Bạch Đằng, P Thanh Lương, Q Hai
 Bà Trưng, Tp Hà Nội",24062932532,Hà Nội,Multibrand,Bảo Minh
ĐẠI LÝ Ô TÔ VINFAST ĐẠI VIỆT,VINFAST ĐẠI VIỆT,"1/2A Nguyễn Văn Linh, Gia Thụy, Long Biên, Hà Nội",813888839,Hà Nội,Vinfast,Bảo Minh
ĐẠI LÝ Ô TÔ VINFAST HÀ NỘI,VINFAST HÀ NỘI,"948 đường Quang Trung kéo dài, Phường Yên
 Nghĩa, Quận Hà Đông, Hà Nội",903446588,Hà Nội,Vinfast,Bảo Minh
CÔNG TY CP TM ĐT TRÀNG AN,CÔNG TY CP TM ĐT TRÀNG AN,"568 đường Láng, phường Láng Hạ, Q. Đống Đa,
 Tp Hà Nội",975118789,Hà Nội,Multibrand,Bảo Minh
CÔNG TY CP KIM LIÊN ĐÔNG ĐÔ,CÔNG TY CP KIM LIÊN ĐÔNG ĐÔ,"26 Pham Văn Đồng, P.Xuân Đỉnh, Q. Bắc Từ
 Liêm, Hà Nội",987966662,Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH ĐT TM VÀ DV HBT,CÔNG TY TNHH ĐT TM VÀ DV HBT,"Lô B18/D7 Khu ĐTM Cầu giấy, P. Dịch Vọng, Q. Cầu giấy, Tp Hà Nội","0904776112-
 0979577885-
 0989985198",Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH TM VÀ DV TRUNG LÂN,CÔNG TY TNHH TM VÀ DV TRUNG LÂN,"Ngõ 3, Tôn Thất Thuyết,Q. Cầu giấy, TP Hà Nội",963880011,Hà Nội,Multibrand,Bảo Minh
CÔNG TY CP TV VÀ ĐT PT Ô TÔ HÀ NỘI,CÔNG TY CP TV VÀ ĐT PT Ô TÔ HÀ NỘI,"KĐT Thanh Hà, Kiến Hưng, Q. Hà Đông, tp Hà
 Nội",978777020,Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH DVTM Ô TÔ THANH PHÚC,CÔNG TY TNHH DVTM Ô TÔ THANH PHÚC,"944 Bạch Đằng, P. Thanh Lương, Q. Hai Bà
 Trưng, Tp. Hà Nội",986434243,Hà Nội,Multibrand,Bảo Minh
CÔNG TY CP PT CN Ô TÔ I.TECH,CÔNG TY CP PT CN Ô TÔ I.TECH,"24 Hoàng Quốc Việt, q. Cầu giấy, tp Hà Nội",967882806,Hà Nội,Multibrand,Bảo Minh
CÔNG TY TNHH MTV HYUNDAI AN KHÁNH,HYUNDAI AN KHÁNH,"Km6, Cụm CN An Khánh, Hoài Đức, Hà Nội",965916686,Hà Nội,Hyundai,Bảo Minh
CÔNG TY TNHH DV TM Ô TÔ THĂNG LONG,CÔNG TY TNHH DV TM Ô TÔ THĂNG LONG,"Nguyễn Chánh, q. Cầu Giấy, Hà Nội",933424666,Hà Nội,Multibrand,Bảo Minh
AUTO QUANG MINH,AUTO QUANG MINH,"Số 1, ngõ 32/48/23 Đỗ Đức Dục, Quận Nam Từ
 Liêm, TP Hà Nội",342606999,Hà Nội,Multibrand,Bảo Minh
GREENPATH GARA,GREENPATH GARA,"3 Lê Quang Đạo, Nam Từ Liêm, Hà Nội",979496685,Hà Nội,Multibrand,Bảo Minh
FORD HÀ NỘI,FORD HÀ NỘI,"311-313 Trường Chinh, phường Khương Mai,
 quận Thanh Xuân, TP Hà Nội",904243875,Hà Nội,Ford,Bảo Minh
GARA DŨNG QUÝ,GARA DŨNG QUÝ,"Số 16, Khu B, Tập thể 664, Xã Vĩnh Quỳnh,
 Huyện Thanh Trì, TP Hà Nội",982237299,Hà Nội,Multibrand,Bảo Minh
HYUNDAI AN KHÁNH,HYUNDAI AN KHÁNH,"C24 – ô 01 đô thị mới Geleximco Lê Trọng Tấn,
 Xã La Phù, Huyện Hoài Đức, Hà Nội",965916686,Hà Nội,Hyundai,Bảo Minh
TOYOTA LONG BIÊN,TOYOTA LONG BIÊN,Số 07 - 09 Nguyễn Văn Linh - Long Biên - Hà Nội,2403636363,Hà Nội,Toyota,Bảo Minh
"CÔNG TY TNHH TM VÀ DV Ô TÔ ĐỨC
 CƯỜNG","CÔNG TY TNHH TM VÀ DV Ô TÔ ĐỨC
 CƯỜNG","Phường Châu Sơn, TP Phủ Lý, Hà Nam",982903313,Hà Nam,Multibrand,Bảo Minh
"CÔNG TY TNHH MTV TRƯỜNG HẢI - HÀ
 NAM","CÔNG TY TNHH MTV TRƯỜNG HẢI - HÀ
 NAM","Thôn Đai Cầu, xã Tiên Tân, TP
 Phủ Lý, Hà Nam",2263576888,Hà Nam,Multibrand,Bảo Minh
CÔNG TY CỔ PHẦN TIẾN THÀNH,CÔNG TY CỔ PHẦN TIẾN THÀNH,"Phường Mộ Lao, quận Hà Đông, Hà Nội",2433824465,Hà Nam,Multibrand,Bảo Minh
HỘ KINH DOANH NGUYỄN VĂN TUYỂN,HỘ KINH DOANH NGUYỄN VĂN TUYỂN,"Phường Liêm Chính, TP Phủ Lý, Hà Nam",916706168,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH CƠ KHÍ AN PHÚ THÀNH,CÔNG TY TNHH CƠ KHÍ AN PHÚ THÀNH,"Lê Hồng Phong, Phủ Lý, Hà Nam",975887575,Hà Nam,Multibrand,Bảo Minh
"CÔNG TY TNHH CƠ KHÍ Ô TÔ TRƯỜNG
 THÀNH","CÔNG TY TNHH CƠ KHÍ Ô TÔ TRƯỜNG
 THÀNH","Xã Tiên Tân, TP Phủ Lý, Hà Nam",2263866726,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH TM VÀ DV Ô TÔ VINAK,CÔNG TY TNHH TM VÀ DV Ô TÔ VINAK,"Phường Liêm Chính, TP Phủ Lý, Hà Nam",916706168,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH 9A,CÔNG TY TNHH 9A,"Tổ 3, Hai Bà Trưng, Phủ Lý, Hà Nam",975091076,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH KERAMIC HÀ NAM,CÔNG TY TNHH KERAMIC HÀ NAM,"Trần Văn Chuông, Bình Mỹ, Bình Lục, Hà Nam",905266070,Hà Nam,Multibrand,Bảo Minh
HỘ KINH DOANH LÊ VĂN TUYỂN,HỘ KINH DOANH LÊ VĂN TUYỂN,"Đường Lê Hoàn, Phường Quang Trung, Phủ Lý,
 Hà Nam",912078165,Hà Nam,Multibrand,Bảo Minh
HỘ KINH DOANH NGUYỄN XUÂN TÌNH,HỘ KINH DOANH NGUYỄN XUÂN TÌNH,"KĐT Lam Hạ, Phủ Lý, Hà Nam",985383355,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH TM VÀ XD MAI QUÝ,CÔNG TY TNHH TM VÀ XD MAI QUÝ,"La Mát, Kiện Khê, Thanh Liêm, Hà Nam",912854657,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH T29,CÔNG TY TNHH T29,"Thanh Châu, Phủ Lý, Hà Nam",963897568,Hà Nam,Multibrand,Bảo Minh
HỘ KINH DOANH ĐINH THỊ HINH,HỘ KINH DOANH ĐINH THỊ HINH,"Hòa Xá, Ứng Hòa, Hà Nội",912826589,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH SỬA CHỮA Ô TÔ HẢI HÙNG,CÔNG TY TNHH SỬA CHỮA Ô TÔ HẢI HÙNG,"Trần Hưng Đạo, Phủ Lý, Hà Nam",916969688,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH 102 HÀ NAM,CÔNG TY TNHH 102 HÀ NAM,"Đường Lý Thái Tổ, Châu Sơn, Phủ Lý, Hà Nam",96711191,Hà Nam,Multibrand,Bảo Minh
"CÔNG TY CP Ô TÔ TRƯỜNG HẢI- CN GIẢI
 PHÓNG","CÔNG TY CP Ô TÔ TRƯỜNG HẢI- CN GIẢI
 PHÓNG","Xã Tứ Hiệp, huyện Thanh Trì, Hà Nội",938907416,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH MẠNH QUANG,CÔNG TY TNHH MẠNH QUANG,"Thanh Hà, Thanh Liêm, Hà Nam",912888177,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH DỊCH VỤ SỬA CHỮA 115,CÔNG TY TNHH DỊCH VỤ SỬA CHỮA 115,"Tiên Tân, Phủ Lý, Hà Nam",936633115,Hà Nam,Multibrand,Bảo Minh
"CÔNG TY CP TMDV Ô TÔ HÒA BÌNH MINH
 HN","CÔNG TY CP TMDV Ô TÔ HÒA BÌNH MINH
 HN","Phủ Lý, Hà Nam",968972137,Hà Nam,Multibrand,Bảo Minh
CÔNG TY TNHH ĐÔNG ĐÔ,CÔNG TY TNHH ĐÔNG ĐÔ,"446 Nguyễn Lương Bằng, p. Thanh Bình, Tp Hải
 Dương",800256875,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH TÂY ĐÔ HẢI DƯƠNG,CÔNG TY TNHH TÂY ĐÔ HẢI DƯƠNG,"Số 13, Nguyễn Trung Trực, P. Lê Thanh Nghị, Tp
 Hải Dương",801137567,Hải Dương,Multibrand,Bảo Minh
HTX CƠ KHÍ HẢI HÀ,HTX CƠ KHÍ HẢI HÀ,"Km+500 đường Nguyễn Lương Bằng, Phường
 Thanh Bình, TP. Hải Dương, Hải Dương",915041989,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH BÌNH AN PHÁT HNH,CÔNG TY TNHH BÌNH AN PHÁT HNH,"6/9 Cô Đoài, Khu 1, P. Cẩm Thượng, Tp Hải
 Dương",989149505,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH MTV QUANG THÀNH HD,CÔNG TY TNHH MTV QUANG THÀNH HD,"Lô 100.4 TRường Chinh, P. Tứ Minh, Tp Hải
 Dương",914925381,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH DIỆP ANH HD,CÔNG TY TNHH DIỆP ANH HD,"Số 18 phố Cô Đông, P.Bình Hàn,Tp Hải Dương",345064462,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH MTV DỊCH VỤ Ô TÔ CTD,CÔNG TY TNHH MTV DỊCH VỤ Ô TÔ CTD,"166 Đỗ Ngọc Du, phường Thanh Bình, Tp Hải
 Dương",974118896,Hải Dương,Multibrand,Bảo Minh
CÔNG TY CP DVTM & XD ĐÔNG DƯƠNG,CÔNG TY CP DVTM & XD ĐÔNG DƯƠNG,"Phường Văn An, Tp Chí Linh, tỉnh Hải Dương",914971680,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH DUY TÂN,CÔNG TY TNHH DUY TÂN,"Km 48 + 800 quốc lộ 5, phường Việt Hòa, TP Hải
 Dương",800290298,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH 79,CÔNG TY TNHH 79,"179 Đinh Văn Tả, phường Bình Hàn, TP Hải
 Dương",,Hải Dương,Multibrand,Bảo Minh
CÔNG TY CP TMSX HOÀNG GIA PHÁT,CÔNG TY CP TMSX HOÀNG GIA PHÁT,"Lý Dương, Vĩnh hồng, Bình Giang, Hải Dương",982784333,Hải Dương,Multibrand,Bảo Minh
CÔNG TY CƠ GIỚI VÀ XÂY DỰNG HÒA BÌNH,CÔNG TY CƠ GIỚI VÀ XÂY DỰNG HÒA BÌNH,"Km 46+800, QL5, P. Tứ Minh, Tp Hải Dương,",913256006,Hải Dương,Multibrand,Bảo Minh
(TNHH),TNHH,tỉnh Hải Dương,,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH KIM NGƯU CAR,CÔNG TY TNHH KIM NGƯU CAR,"Gara: Số 6, BT6 Trần Quốc Lặc , phường Quang
 Trung, TP HD",988792266,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH HOÀNG HIỆP HD,CÔNG TY TNHH HOÀNG HIỆP HD,"225 Trương Mỹ, P. Phạm Ngũ Lão, Tp Hải
 Dương",974118896,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH TM VÀ DỊCH VỤ DUNG HÀ,CÔNG TY TNHH TM VÀ DỊCH VỤ DUNG HÀ,"Thôn 1, xã Thanh Xá, huyện Thanh Hà, Tỉnh Hải
 Dương",982723686,Hải Dương,Multibrand,Bảo Minh
CÔNG TY CP TM&DV THẢO LINH HD,CÔNG TY CP TM&DV THẢO LINH HD,"Km63, QL37, Đồng Lạc Nam Sách, Hải Dương",912978975,Hải Dương,Multibrand,Bảo Minh
GARA Ô TÔ QUỲNH PHƯƠNG,GARA Ô TÔ QUỲNH PHƯƠNG,"KDC Ninh Chấp 7, P. Thái Học, TX Chí Linh, Hải
 Dương",977509666,Hải Dương,Multibrand,Bảo Minh
GARA Ô TÔ KHOA SƠN,GARA Ô TÔ KHOA SƠN,"Khu Phụ Sơn, TT Kinh Môn, Kinh Môn, HD",963456619,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH TMDV Ô TÔ PHẠM GIA,CÔNG TY TNHH TMDV Ô TÔ PHẠM GIA,"Thôn Thanh Kỳ, xã An Thanh, huyện Tứ Kỳ, tỉnh
 Hải Dương",,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH MTV ĐỖ BẢO AUTO,CÔNG TY TNHH MTV ĐỖ BẢO AUTO,"Khu 15, TT Lai Cách, huyện Cẩm Giàng, tỉnh Hải
 Dương",2203859412,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH Ô TÔ 99,CÔNG TY TNHH Ô TÔ 99,"Số 126 Nguyễn Lương Bằng, P. Phạm Ngũ Lão,
 Tp Hải Dương",902086118,Hải Dương,Multibrand,Bảo Minh
GARA Ô TÔ NAM VÂN,GARA Ô TÔ NAM VÂN,"Thanh Thủy, Thanh Hà, Hải Dương",985505490,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH TM&SX DUNG HÙNG,CÔNG TY TNHH TM&SX DUNG HÙNG,"Sôố 471 đường Trường Chinh, Khu 5 Đức Minh,
 P. Thanh Bình, Tp Hải Dương",982891364,Hải Dương,Multibrand,Bảo Minh
CÔNG TY CP ĐT VÀ TMDV BẢO TÍN,CÔNG TY CP ĐT VÀ TMDV BẢO TÍN,"Thôn An Tân, xã Gia Tân, huyện Gia Lộc, tỉnh Hải
 Dương",825238238,Hải Dương,Multibrand,Bảo Minh
HTX MINH TRUNG,HTX MINH TRUNG,"Cẩm Khê, Tứ Minh, TP Hải Dương",2203891759,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH TRUNG HIẾU HD,CÔNG TY TNHH TRUNG HIẾU HD,"Số 643 Lê Thanh Nghị, P. Lê Thanh Nghị, Tp HD",963921001,Hải Dương,Multibrand,Bảo Minh
"CÔNG TY TNHH DV & TM CƠ KHÍ Ô TÔ
 PHƯƠNG LÂM","CÔNG TY TNHH DV & TM CƠ KHÍ Ô TÔ
 PHƯƠNG LÂM","KDC Minh Tân, P. Minh Tân, TX. Kinh Môn, Hải
 Dương",936792682,Hải Dương,Multibrand,Bảo Minh
"CÔNG TY TNHH SỬA CHỮA Ô TÔ QUANG
 CẢNH","CÔNG TY TNHH SỬA CHỮA Ô TÔ QUANG
 CẢNH","Số 341 đường Vũ Khâm Lân, Phường Hải Tân,
 Tp Hải Dương",989909276,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH Ô TÔ QUÂN NGUYÊN,CÔNG TY TNHH Ô TÔ QUÂN NGUYÊN,"Khu Bích Nhôi 3, P. Minh Tân, Thị Xã Kinh Môn,
 Tỉnh Hải Dương",912757535,Hải Dương,Multibrand,Bảo Minh
CÔNG TY TNHH DỊCH VỤ Ô TÔ PHÚC ANH,CÔNG TY TNHH DỊCH VỤ Ô TÔ PHÚC ANH,"Số 546 Trường Chinh, P.Quán Trữ, Q.Kiến An, TP
 Hải Phòng",858530555,Hải Phòng,Multibrand,Bảo Minh
"CÔNG TY TNHH THƯƠNG MẠI VÀ SỬA
 CHỮA Ô TÔ NHẬT QUANG","CÔNG TY TNHH THƯƠNG MẠI VÀ SỬA
 CHỮA Ô TÔ NHẬT QUANG","Số 9, khu B5 Lô 7, Đường Lê Hồng Phong,
 P.Đông Khê, Q.Ngô Quyền, TP Hải Phòng",919198796,Hải Phòng,Multibrand,Bảo Minh
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ Ô TÔ KHÁNH MINH,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ Ô TÔ KHÁNH MINH,"Số 261, Quán Rẽ, xã Mỹ Đức, Huyện An Lão, TP Hải Phòng.",935248888,Hải Phòng,Multibrand,Bảo Minh
CÔNG TY TNHH QUỐC THỊNH PHÁT,CÔNG TY TNHH QUỐC THỊNH PHÁT,"Số 104 Nguyễn Bỉnh Khiêm, Đông Hải1, Hải AN,
 Hải Phòng",936054137,Hải Phòng,Multibrand,Bảo Minh
"CÔNG TY TNHH TM&DV SỬA CHỮA Ô TÔ
 NGỌC THẮNG","CÔNG TY TNHH TM&DV SỬA CHỮA Ô TÔ
 NGỌC THẮNG","Số 4 Lê Hồng Phong, Quận Ngô Quyền, TP Hải
 Phòng","0901.537.286 -
 0934.888.333",Hải Phòng,Multibrand,Bảo Minh
CÔNG TY CP Ô TÔ HỒNG ĐỨC,CÔNG TY CP Ô TÔ HỒNG ĐỨC,"Số 363 Nguyễn Văn Linh, P.Kênh Dương, Quận
 Lê Chân, TP Hải Phòng",2253795957,Hải Phòng,Multibrand,Bảo Minh
CÔNG TY CP CÔNG NGHỆ LONG HẢI,CÔNG TY CP CÔNG NGHỆ LONG HẢI,"Số 362 Hoàng Quốc Việt, Ngọc Sơn, Q. Kiến An,
 TP Hải Phòng",904789389,Hải Phòng,Multibrand,Bảo Minh
CÔNG TY TNHH TM&DV DUY LUẬN,CÔNG TY TNHH TM&DV DUY LUẬN,"Xóm 6, Hòa Bình, Thủy Nguyên, TP.Hải Phòng",2253972783,Hải Phòng,Multibrand,Bảo Minh
CÔNG TY TNHH Ô TÔ HUY HOÀNG,CÔNG TY TNHH Ô TÔ HUY HOÀNG,"Số 245 Đường Tô Hiệu, P.Hồ Nam, Q.Lê Chân,
 TP Hải Phòng",989148707,Hải Phòng,Multibrand,Bảo Minh
CÔNG TY TNHH TOYOTA HẢI PHÒNG,TOYOTA HẢI PHÒNG,"Số 274 Lạch Tray, Ngô Quyền, TP Hải Phòng",02.253.854.560,Hải Phòng,Toyota,Bảo Minh
"CÔNG TY TNHH TOYOTA NANKAI HẢI
 PHÒNG","TOYOTA NANKAI HẢI
 PHÒNG","Km8, thôn Lương Quán, xã Nam Sơn, Huyện An
 Dương, TP. Hải Phòng",2253288855,Hải Phòng,Toyota,Bảo Minh
"CÔNG TY CP KINH DOANH Ô TÔ HẢI PHÒNG
 (FORD)",FORD,"Tổ 3, Khu An Trì, P Hùng Vương, Q Hồng Bàng,
 TP Hải Phòng",2253668995,Hải Phòng,Ford,Bảo Minh
